code,name
M62.57,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Cổ và bàn chân"
M62.39,Hội chứng bất động (liệt 2 chi dưới): Vị trí không xác định
M62.81,Các bệnh cơ đặc hiệu khác: Vùng bả vai
M62.83,Các bệnh cơ đặc hiệu khác: Cẳng tay
M62.31,Hội chứng bất động (liệt 2 chi dưới): Vùng bả vai
M62.50,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Nhiều vị trí"
M62.51,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Vùng bả vai"
M62.09,Lỏng nhẽo cơ: Vị trí không xác định
M62.14,Rách cơ khác (không do chấn thương): Bàn tay
M62.67,Căng cơ quá mức: Cổ và bàn chân
M62.99,Bệnh cơ không đặc hiệu: Vị trí không xác định
M62.9,Bệnh cơ không đặc hiệu
M62.34,Hội chứng bất động (liệt 2 chi dưới): Bàn tay
M62.48,Co cứng cơ: Vị trí khác
M62.61,Căng cơ quá mức: Vùng bả vai
M62.6,Căng cơ quá mức
M62.26,Nhồi máu cơ do thiếu máu cục bộ: Cẳng chân
M62.59,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Vị trí không xác định"
M62.00,Lỏng nhẽo cơ: Nhiều vị trí
M62.94,Bệnh cơ không đặc hiệu: Bàn tay
M62.80,Các bệnh cơ đặc hiệu khác: Nhiều vị trí
M62.32,Hội chứng bất động (liệt 2 chi dưới): Cánh tay
M62.11,Rách cơ khác (không do chấn thương): Vùng bả vai
M62.36,Hội chứng bất động (liệt 2 chi dưới): Cẳng chân
M62.85,Các bệnh cơ đặc hiệu khác: Vùng chậu và đùi
M62.37,Hội chứng bất động (liệt 2 chi dưới): Cổ và bàn chân
M62.55,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Vùng chậu và đùi"
M62.64,Căng cơ quá mức: Bàn tay
M62.12,Rách cơ khác (không do chấn thương): Cánh tay
M62.47,Co cứng cơ: Cổ và bàn chân
M62.53,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Cẳng tay"
M62.42,Co cứng cơ: Cánh tay
M62.08,Lỏng nhẽo cơ: Vị trí khác
M62.63,Căng cơ quá mức: Cẳng tay
M62.87,Các bệnh cơ đặc hiệu khác: Cổ và bàn chân
M62.65,Căng cơ quá mức: Vùng chậu và đùi
M62.58,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Vị trí khác"
M62.90,Bệnh cơ không đặc hiệu: Nhiều vị trí
M62.03,Lỏng nhẽo cơ: Cẳng tay
M62.30,Hội chứng bất động (liệt 2 chi dưới): Nhiều vị trí
M62.17,Rách cơ khác (không do chấn thương): Cổ và bàn chân
M62.18,Rách cơ khác (không do chấn thương): Vị trí khác
M62.95,Bệnh cơ không đặc hiệu: Vùng chậu và đùi
M62.46,Co cứng cơ: Cẳng chân
M62.60,Căng cơ quá mức: Nhiều vị trí
M62.89,Các bệnh cơ đặc hiệu khác: Vị trí không xác định
M62.07,Lỏng nhẽo cơ: Cổ và bàn chân
M63.0*,Viêm cơ trong các bệnh nhiễm khuẩn phân loại nơi khác
M63.1*,Viêm cơ trong nhiễm ký sinh trùng và động vật đơn bào phân loại nơi khác
M63.3*,Viêm cơ trong bệnh sacoidosis (D86.8†)
M63.8*,Các bệnh cơ khác trong những bệnh phân loại nơi khác
M63.80*,Các bệnh cơ khác trong những bệnh phân loại nơi khác: nhiều vị trí
M63.2*,Viêm cơ trong các bệnh nhiễm khuẩn phân loại nơi khác
M63.83*,Các bệnh cơ khác trong những bệnh phân loại nơi khác: cẳng tay
M63.85*,Các bệnh cơ khác trong những bệnh phân loại nơi khác: vùng chậu và đùi
M63.87*,Các bệnh cơ khác trong những bệnh phân loại nơi khác: cổ và bàn chân
M63.81*,Các bệnh cơ khác trong những bệnh phân loại nơi khác: vùng bả vai
M63.82*,Các bệnh cơ khác trong những bệnh phân loại nơi khác: cánh tay
M63.88*,Các bệnh cơ khác trong những bệnh phân loại nơi khác: vị trí khác
M63.84*,Các bệnh cơ khác trong những bệnh phân loại nơi khác: bàn tay
M63.86*,Các bệnh cơ khác trong những bệnh phân loại nơi khác: cẳng chân
M63.89*,"Các bệnh cơ khác trong những bệnh phân loại nơi khác, vị trí không xác định"
M83.25,Nhuyễn xương người lớn do rối loạn hấp thu: Vùng chậu và đùi
M83.32,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Cánh tay
M83.43,Bệnh nhiễm nhôm (almunium) xương: Cẳng tay
M83.95,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Vùng chậu và đùi
M83.93,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Cẳng tay
M83.19,Nhuyễn xương tuổi già: Vị trí không xác định
M83.8,Các bệnh nhuyễn xương khác ở người lớn
M83.49,Bệnh nhiễm nhôm (almunium) xương: Vị trí không xác định
M83.08,Nhuyễn xương sau đẻ: Vị trí khác
M83.5,Các bệnh nhuyễn xương khác ở người lớn do thuốc
M83.39,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Vị trí không xác định
M83.00,Nhuyễn xương sau đẻ: Nhiều vị trí
M83.87,Các bệnh nhuyễn xương khác ở người lớn: Cổ và bàn chân
M83.1,Nhuyễn xương tuổi già
M83.96,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Cẳng chân
M83.30,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Nhiều vị trí
M83.10,Nhuyễn xương tuổi già: Nhiều vị trí
M83.90,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Nhiều vị trí
M83.48,Bệnh nhiễm nhôm (almunium) xương: Vị trí khác
M83.59,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Vị trí không xác định
M83.9,Các bệnh nhuyễn xương ở người lớn không đặc hiệu
M83.41,Bệnh nhiễm nhôm (almunium) xương: Vùng bả vai
M83.57,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Cổ và bàn chân
M83.06,Nhuyễn xương sau đẻ: Cẳng chân
M83.12,Nhuyễn xương tuổi già: Cánh tay
M83.80,Các bệnh nhuyễn xương khác ở người lớn: Nhiều vị trí
M83.03,Nhuyễn xương sau đẻ: Cẳng tay
M83.09,Nhuyễn xương sau đẻ: Vị trí không xác định
M83.36,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Cẳng chân
M83.40,Bệnh nhiễm nhôm (almunium) xương: Nhiều vị trí
M83.84,Các bệnh nhuyễn xương khác ở người lớn: Bàn tay
M83.42,Bệnh nhiễm nhôm (almunium) xương: Cánh tay
M83.4,Bệnh nhiễm nhôm (almunium) xương
M83.28,Nhuyễn xương người lớn do rối loạn hấp thu: Vị trí khác
M83.81,Các bệnh nhuyễn xương khác ở người lớn: Vùng bả vai
M83.92,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Cánh tay
M83.97,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Cổ và bàn chân
M83.52,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Cánh tay
M83.26,Nhuyễn xương người lớn do rối loạn hấp thu: Cẳng chân
M83.94,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Bàn tay
M83.04,Nhuyễn xương sau đẻ: Bàn tay
M83.21,Nhuyễn xương người lớn do rối loạn hấp thu: Vùng bả vai
M83.45,Bệnh nhiễm nhôm (almunium) xương: Vùng chậu và đùi
M83.50,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Nhiều vị trí
M83.38,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Vị trí khác
M83.22,Nhuyễn xương người lớn do rối loạn hấp thu: Cánh tay
M83.17,Nhuyễn xương tuổi già: Cổ và bàn chân
M83.83,Các bệnh nhuyễn xương khác ở người lớn: Cẳng tay
M83.15,Nhuyễn xương tuổi già: Vùng chậu và đùi
M83.35,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Vùng chậu và đùi
M83.54,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Bàn tay
M83.16,Nhuyễn xương tuổi già: Cẳng chân
M83.05,Nhuyễn xương sau đẻ: Vùng chậu và đùi
M83.51,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Vùng bả vai
M83.18,Nhuyễn xương tuổi già: Vị trí khác
M83.85,Các bệnh nhuyễn xương khác ở người lớn: Vùng chậu và đùi
M83.11,Nhuyễn xương tuổi già: Vùng bả vai
M83.47,Bệnh nhiễm nhôm (almunium) xương: Cổ và bàn chân
M83.29,Nhuyễn xương người lớn do rối loạn hấp thu: Vị trí không xác định
M83.3,Nhuyễn xương người lớn do rối loạn dinh dưỡng
M83.2,Nhuyễn xương người lớn do rối loạn hấp thu
M83.99,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Vị trí không xác định
M83.53,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Cẳng tay
M83.88,Các bệnh nhuyễn xương khác ở người lớn: Vị trí khác
M83.31,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Vùng bả vai
M83.44,Bệnh nhiễm nhôm (almunium) xương: Bàn tay
M83.02,Nhuyễn xương sau đẻ: Cánh tay
M83.0,Nhuyễn xương sau đẻ
M83.23,Nhuyễn xương người lớn do rối loạn hấp thu: Cẳng tay
M83.14,Nhuyễn xương tuổi già: Bàn tay
M83.56,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Cẳng chân
M83.82,Các bệnh nhuyễn xương khác ở người lớn: Cánh tay
M83.37,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Cổ và bàn chân
M83.20,Nhuyễn xương người lớn do rối loạn hấp thu: Nhiều vị trí
M83.27,Nhuyễn xương người lớn do rối loạn hấp thu: Cổ và bàn chân
M83.98,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Vị trí khác
M83.33,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Cẳng tay
M83.01,Nhuyễn xương sau đẻ: Vùng bả vai
M83.46,Bệnh nhiễm nhôm (almunium) xương: Cẳng chân
M83.07,Nhuyễn xương sau đẻ: Cổ và bàn chân
M83.55,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Vùng chậu và đùi
M83.34,Nhuyễn xương người lớn do rối loạn dinh dưỡng: Bàn tay
M83.89,Các bệnh nhuyễn xương khác ở người lớn: Vị trí không xác định
M83.58,Các bệnh nhuyễn xương khác ở người lớn do thuốc: Vị trí khác
M83.86,Các bệnh nhuyễn xương khác ở người lớn: Cẳng chân
M83.13,Nhuyễn xương tuổi già: Cẳng tay
M83.24,Nhuyễn xương người lớn do rối loạn hấp thu: Bàn tay
M83.91,Các bệnh nhuyễn xương ở người lớn không đặc hiệu: Vùng bả vai
M85.6,Các nang khác của xương
M85.63,Các nang khác của xương: Cẳng tay
M85.43,Nang xương đơn độc: Cẳng tay
M85.47,Nang xương đơn độc: Cổ và bàn chân
M85.10,Bệnh nhiễm Fluo xương: Nhiều vị trí
M85.45,Nang xương đơn độc: Vùng chậu và đùi
M85.37,Viêm xương dạng đặc: Cổ và bàn chân
M85.93,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Cẳng tay"
M85.68,Các nang khác của xương: Vị trí khác
M85.42,Nang xương đơn độc: Cánh tay
M85.13,Bệnh nhiễm Fluo xương: Cẳng tay
M85.07,Loạn sản xơ xương (khu trú): Cổ và bàn chân
M85.96,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Cẳng chân"
M85.49,Nang xương đơn độc: Vị trí không xác định
M85.5,Nang phình mạch của xương
M85.04,Loạn sản xơ xương (khu trú): Bàn tay
M85.54,Nang phình mạch của xương: Bàn tay
M85.87,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Cổ và bàn chân
M85.02,Loạn sản xơ xương (khu trú): Cánh tay
M85.1,Bệnh nhiễm Fluo xương
M85.53,Nang phình mạch của xương: Cẳng tay
M85.82,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Cánh tay
M85.85,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Vùng chậu và đùi
M85.41,Nang xương đơn độc: Vùng bả vai
M85.34,Viêm xương dạng đặc: Bàn tay
M85.36,Viêm xương dạng đặc: Cẳng chân
M85.46,Nang xương đơn độc: Cẳng chân
M85.0,Loạn sản xơ xương (khu trú)
M85.57,Nang phình mạch của xương: Cổ và bàn chân
M85.60,Các nang khác của xương: Nhiều vị trí
M85.91,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Vùng bả vai"
M85.56,Nang phình mạch của xương: Cẳng chân
M85.15,Bệnh nhiễm Fluo xương: Vùng chậu và đùi
M85.69,Các nang khác của xương: Vị trí không xác định
M85.08,Loạn sản xơ xương (khu trú): Vị trí khác
M85.17,Bệnh nhiễm Fluo xương: Cổ và bàn chân
M85.01,Loạn sản xơ xương (khu trú): Vùng bả vai
M85.64,Các nang khác của xương: Bàn tay
M85.12,Bệnh nhiễm Fluo xương: Cánh tay
M85.55,Nang phình mạch của xương: Vùng chậu và đùi
M85.39,Viêm xương dạng đặc: Vị trí không xác định
M85.2,Quá sản xương sọ
M85.3,Viêm xương dạng đặc
M85.33,Viêm xương dạng đặc: Cẳng tay
M85.58,Nang phình mạch của xương: Vị trí khác
M85.94,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Bàn tay"
M85.38,Viêm xương dạng đặc: Vị trí khác
M85.03,Loạn sản xơ xương (khu trú): Cẳng tay
M85.52,Nang phình mạch của xương: Cánh tay
M85.80,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Nhiều vị trí
M85.51,Nang phình mạch của xương: Vùng bả vai
M85.88,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Vị trí khác
M85.90,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Nhiều vị trí"
M85.86,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Cẳng chân
M85.05,Loạn sản xơ xương (khu trú): Vùng chậu và đùi
M85.19,Bệnh nhiễm Fluo xương: Vị trí không xác định
M85.99,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Vị trí không xác định"
M85.30,Viêm xương dạng đặc: Nhiều vị trí
M85.95,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Vùng chậu và đùi"
M85.89,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Vị trí không xác định
M85.97,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Cổ và bàn chân"
M85.84,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Bàn tay
M85.09,Loạn sản xơ xương (khu trú): Vị trí không xác định
M85.9,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu"
M85.32,Viêm xương dạng đặc: Cánh tay
M85.8,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương
M85.62,Các nang khác của xương: Cánh tay
M85.11,Bệnh nhiễm Fluo xương: Vùng bả vai
M85.83,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Cẳng tay
M85.35,Viêm xương dạng đặc: Vùng chậu và đùi
M85.66,Các nang khác của xương: Cẳng chân
M85.4,Nang xương đơn độc
M85.18,Bệnh nhiễm Fluo xương: Vị trí khác
M85.31,Viêm xương dạng đặc: Vùng bả vai
M85.06,Loạn sản xơ xương (khu trú): Cẳng chân
M85.67,Các nang khác của xương: Cổ và bàn chân
M85.61,Các nang khác của xương: Vùng bả vai
M85.44,Nang xương đơn độc: Bàn tay
M85.48,Nang xương đơn độc: Vị trí khác
M85.00,Loạn sản xơ xương (khu trú): Nhiều vị trí
M85.50,Nang phình mạch của xương: Nhiều vị trí
M85.92,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Cánh tay"
M85.81,Những rối loạn đặc hiệu khác về mật độ và cấu trúc của xương: Vùng bả vai
M85.14,Bệnh nhiễm Fluo xương: Bàn tay
M85.59,Nang phình mạch của xương: Vị trí không xác định
M85.98,"Rối loạn về mật độ và cấu trúc của xương, không đặc hiệu: Vị trí khác"
M85.16,Bệnh nhiễm Fluo xương: Cẳng chân
M85.65,Các nang khác của xương: Vùng chậu và đùi
M81.0,Loãng xương sau mãn kinh
M81.45,Loãng xương do thuốc: Vùng chậu và đùi
M81.11,Loãng xương sau cắt buồng trứng: Vùng bả vai
M81.18,Loãng xương sau cắt buồng trứng: Vị trí khác
M81.09,Loãng xương sau mãn kinh: Vị trí không xác định
M81.52,Loãng xương tự phát: Cánh tay
M81.86,Các bệnh loãng xương khác: Cẳng chân
M81.00,Loãng xương sau mãn kinh: Nhiều vị trí
M81.05,Loãng xương sau mãn kinh: Vùng chậu và đùi
M81.87,Các bệnh loãng xương khác: Cổ và bàn chân
M81.9,Loãng xương không đặc hiệu
M81.61,Loãng xương khu trú: Vùng bả vai
M81.26,Loãng xương do không vận động: Cẳng chân
M81.47,Loãng xương do thuốc: Cổ và bàn chân
M81.80,Các bệnh loãng xương khác: Nhiều vị trí
M81.85,Các bệnh loãng xương khác: Vùng chậu và đùi
M81.43,Loãng xương do thuốc: Cẳng tay
